광역시도,기초지자체,배출연도,배출월,배출일,배출량(g),배출횟수
경기도,구리시,2023,2,10,19905300,9905
경기도,구리시,2023,2,11,17344130,9833
경기도,구리시,2023,2,12,21006800,12527
경기도,구리시,2023,2,13,26025610,11240
경기도,구리시,2023,2,14,20595200,9934
경기도,구리시,2023,2,15,20512450,10657
경기도,구리시,2023,2,16,18692950,9932
경기도,구리시,2023,2,17,19053350,9870
경기도,구리시,2023,2,18,16629350,9388
경기도,구리시,2023,2,19,20792950,12509
경기도,구리시,2023,2,20,24003300,10441
경기도,구리시,2023,2,21,19972560,9918
경기도,구리시,2023,2,22,18520620,9592
경기도,구리시,2023,2,23,18471670,9784
경기도,구리시,2023,2,24,18341710,9481
경기도,구리시,2023,2,25,16247700,9324
경기도,구리시,2023,2,26,20002590,12245
경기도,구리시,2023,2,27,23557250,10154
경기도,구리시,2023,2,28,18796680,9242
경기도,구리시,2023,3,1,16762040,10659
경기도,구리시,2023,3,2,19127450,9987
경기도,구리시,2023,3,3,20709830,9543
경기도,구리시,2023,3,4,16646300,9462
경기도,구리시,2023,3,5,19967250,12442
경기도,구리시,2023,3,6,24854160,11033
경기도,구리시,2023,3,7,19973800,10202
경기도,구리시,2023,3,8,19252690,10398
경기도,구리시,2023,3,9,17539340,9806
경기도,구리시,2023,3,10,18280850,9859
경기도,구리시,2023,3,11,17051500,9928
경기도,구리시,2023,3,12,18225790,11515
경기도,구리시,2023,3,13,24520800,11187
경기도,구리시,2023,3,14,20060450,10307
경기도,구리시,2023,3,15,17935550,9847
경기도,구리시,2023,3,16,16663200,9621
경기도,구리시,2023,3,17,17207350,9555
경기도,구리시,2023,3,18,16497450,9472
경기도,구리시,2023,3,19,19847860,12491
경기도,구리시,2023,3,20,25027910,11102
경기도,구리시,2023,3,21,19187800,9884
경기도,구리시,2023,3,22,18508900,10727
경기도,구리시,2023,3,23,18035250,10311
경기도,구리시,2023,3,24,17253100,9870
경기도,구리시,2023,3,25,15403850,9417
경기도,구리시,2023,3,26,19191210,12532
경기도,구리시,2023,3,27,23680850,10881
경기도,구리시,2023,3,28,18859650,9768
경기도,구리시,2023,3,29,18393000,10321
경기도,구리시,2023,3,30,17676750,10350
경기도,구리시,2023,3,31,17329800,9830
경기도,구리시,2023,4,1,16014390,9862
경기도,구리시,2023,4,2,19800150,12980
경기도,구리시,2023,4,3,24177550,11509
경기도,구리시,2023,4,4,19485000,10616
경기도,구리시,2023,4,5,16129150,8985
경기도,구리시,2023,4,6,17357100,10068
경기도,구리시,2023,4,7,17924850,10171
경기도,구리시,2023,4,8,16350500,9705
경기도,구리시,2023,4,9,19544360,12775
경기도,구리시,2023,4,10,23881950,11456
경기도,구리시,2023,4,11,18189100,9544
경기도,구리시,2023,4,12,18497800,10800
경기도,구리시,2023,4,13,17453650,10505
경기도,구리시,2023,4,14,18280650,10351
경기도,구리시,2023,4,15,16634750,9813
경기도,구리시,2023,4,16,19649850,12867
경기도,구리시,2023,4,17,23712710,11338
경기도,구리시,2023,4,18,18661900,9981
경기도,구리시,2023,4,19,19497600,11612
경기도,구리시,2023,4,20,16921400,10108
경기도,구리시,2023,4,21,18127600,10428
경기도,구리시,2023,4,22,16765760,10299
경기도,구리시,2023,4,23,19524100,13157
경기도,구리시,2023,4,24,25142000,11815
경기도,구리시,2023,4,25,18065850,9541
경기도,구리시,2023,4,26,18777350,11091
경기도,구리시,2023,4,27,18406450,10828
경기도,구리시,2023,4,28,17360050,10277
경기도,구리시,2023,4,29,17874610,9069
경기도,구리시,2023,4,30,18829250,12229
경기도,구리시,2023,5,1,24694350,12492
경기도,구리시,2023,5,2,19504100,11518
경기도,구리시,2023,5,3,20139550,11768
경기도,구리시,2023,5,4,18712100,12004
경기도,구리시,2023,5,5,17192550,9015
경기도,구리시,2023,5,6,17250380,10566
경기도,구리시,2023,5,7,22384850,14351
경기도,구리시,2023,5,8,25053400,12101
경기도,구리시,2023,5,9,19341630,11443
경기도,구리시,2023,5,10,21199650,11978
경기도,구리시,2023,5,11,20304560,11828
경기도,구리시,2023,5,12,15203450,11332
경기도,구리시,2023,5,13,15683200,10763
경기도,구리시,2023,5,14,21585160,14290
경기도,구리시,2023,5,15,27706850,12638
경기도,구리시,2023,5,16,21687000,12314
경기도,구리시,2023,5,17,21420790,12707
경기도,구리시,2023,5,18,18867650,12098
경기도,구리시,2023,5,19,20518750,11954
경기도,구리시,2023,5,20,17829950,11403
경기도,구리시,2023,5,21,21819500,14557
경기도,구리시,2023,5,22,27218100,13117
경기도,구리시,2023,5,23,20475200,12505
경기도,구리시,2023,5,24,21070500,12670
경기도,구리시,2023,5,25,18814850,11995
경기도,구리시,2023,5,26,20700450,12084
경기도,구리시,2023,5,27,15148750,9381
경기도,구리시,2023,5,28,18840100,11643
경기도,구리시,2023,5,29,33330500,16754
경기도,구리시,2023,5,30,22483450,13267
경기도,구리시,2023,5,31,22633655,12964
경기도,구리시,2023,6,1,20250850,12754
경기도,구리시,2023,6,2,20686000,12147
경기도,구리시,2023,6,3,19180240,12514
경기도,구리시,2023,6,4,22087110,14582
경기도,구리시,2023,6,5,28651100,13366
경기도,구리시,2023,6,6,20910050,14221
경기도,구리시,2023,6,7,23014160,13694
경기도,구리시,2023,6,8,16846500,11963
경기도,구리시,2023,6,9,21170450,12935
경기도,구리시,2023,6,10,19125210,12782
경기도,구리시,2023,6,11,23558290,15746
경기도,구리시,2023,6,12,28792150,14182
경기도,구리시,2023,6,13,20944590,13329
경기도,구리시,2023,6,14,21717150,13430
경기도,구리시,2023,6,15,20236790,13237
경기도,구리시,2023,6,16,21677300,12749
경기도,구리시,2023,6,17,20203490,13129
경기도,구리시,2023,6,18,24285960,16272
경기도,구리시,2023,6,19,29671050,14799
경기도,구리시,2023,6,20,22157050,13777
경기도,구리시,2023,6,21,21741150,12957
경기도,구리시,2023,6,22,20313500,13189
경기도,구리시,2023,6,23,22792850,13569
경기도,구리시,2023,6,24,20116790,13034
경기도,구리시,2023,6,25,26101350,17286
경기도,구리시,2023,6,26,27296260,12756
경기도,구리시,2023,6,27,24314350,15281
경기도,구리시,2023,6,28,23811360,14624
경기도,구리시,2023,6,29,18451550,11587
경기도,구리시,2023,6,30,24483540,14991
경기도,구리시,2023,7,1,22067500,14357
경기도,구리시,2023,7,2,25676600,17500
경기도,구리시,2023,7,3,29699140,15644
경기도,구리시,2023,7,4,19768300,12140
경기도,구리시,2023,7,5,25820860,16710
경기도,구리시,2023,7,6,21642900,13935
경기도,구리시,2023,7,7,22947300,14231
경기도,구리시,2023,7,8,22061550,14604
경기도,구리시,2023,7,9,25082210,16744
경기도,구리시,2023,7,10,31032800,16131
경기도,구리시,2023,7,11,22242300,13278
경기도,구리시,2023,7,12,26497150,16681
경기도,구리시,2023,7,13,18963000,12114
경기도,구리시,2023,7,14,22161050,13246
경기도,구리시,2023,7,15,22741060,15045
경기도,구리시,2023,7,16,26805070,18189
경기도,구리시,2023,7,17,30191200,15863
경기도,구리시,2023,7,18,23956200,14965
경기도,구리시,2023,7,19,24029450,15539
경기도,구리시,2023,7,20,23140935,14961
경기도,구리시,2023,7,21,23981160,14591
경기도,구리시,2023,7,22,21687750,14439
경기도,구리시,2023,7,23,25882500,17018
경기도,구리시,2023,7,24,31530276,16516
경기도,구리시,2023,7,25,23963550,15174
경기도,구리시,2023,7,26,22061750,13784
경기도,구리시,2023,7,27,23724640,15557
경기도,구리시,2023,7,28,23296960,14713
경기도,구리시,2023,7,29,22368250,14782
경기도,구리시,2023,7,30,23972850,16703
경기도,구리시,2023,7,31,28969550,15579
경기도,구리시,2023,8,1,23720500,14710
경기도,구리시,2023,8,2,23693560,15258
경기도,구리시,2023,8,3,21938200,14590
경기도,구리시,2023,8,4,22129700,14222
경기도,구리시,2023,8,5,20271550,13975
경기도,구리시,2023,8,6,22880300,16292
경기도,구리시,2023,8,7,27527200,15100
경기도,구리시,2023,8,8,22297300,14683
경기도,구리시,2023,8,9,23467200,15808
경기도,구리시,2023,8,10,16705350,10838
경기도,구리시,2023,8,11,22597000,14689
경기도,구리시,2023,8,12,19783550,14088
경기도,구리시,2023,8,13,20803300,15502
경기도,구리시,2023,8,14,28328150,14512
경기도,구리시,2023,8,15,19564550,14846
경기도,구리시,2023,8,16,20472150,14569
경기도,구리시,2023,8,17,21435450,13190
경기도,구리시,2023,8,18,19753350,13311
경기도,구리시,2023,8,19,17744050,13069
경기도,구리시,2023,8,20,21570900,16297
경기도,구리시,2023,8,21,24180900,14277
경기도,구리시,2023,8,22,18432600,13027
경기도,구리시,2023,8,23,19186900,13306
경기도,구리시,2023,8,24,19831550,14536
경기도,구리시,2023,8,25,19756200,13394
경기도,구리시,2023,8,26,18008610,13382
경기도,구리시,2023,8,27,21013660,16266
경기도,구리시,2023,8,28,23325850,13637
경기도,구리시,2023,8,29,19360950,13131
경기도,구리시,2023,8,30,19447900,13483
경기도,구리시,2023,8,31,20497500,14704
경기도,구리시,2023,9,1,18195550,12922
경기도,구리시,2023,9,2,17621920,12905
경기도,구리시,2023,9,3,21259700,16081
경기도,구리시,2023,9,4,24933960,14687
경기도,구리시,2023,9,5,19184950,13159
경기도,구리시,2023,9,6,19925450,14418
경기도,구리시,2023,9,7,18599150,13593
경기도,구리시,2023,9,8,18907800,13120
경기도,구리시,2023,9,9,17566700,13025
경기도,구리시,2023,9,10,21223450,16135
경기도,구리시,2023,9,11,25907050,15004
경기도,구리시,2023,9,12,19732240,13757
경기도,구리시,2023,9,13,17629700,11809
경기도,구리시,2023,9,14,20251000,14698
경기도,구리시,2023,9,15,18831200,12593
경기도,구리시,2023,9,16,17790810,12853
경기도,구리시,2023,9,17,23103300,16717
경기도,구리시,2023,9,18,26459000,15230
경기도,구리시,2023,9,19,20627000,13949
경기도,구리시,2023,9,20,18124900,11759
경기도,구리시,2023,9,21,21429600,14682
경기도,구리시,2023,9,22,20397050,13347
경기도,구리시,2023,9,23,19687750,13632
경기도,구리시,2023,9,24,23406600,16520
경기도,구리시,2023,9,25,27732600,14680
경기도,구리시,2023,9,26,18929050,12173
경기도,구리시,2023,9,27,31797910,18276
경기도,구리시,2023,9,28,33160180,20050
경기도,구리시,2023,9,29,20369350,13494
경기도,구리시,2023,9,30,23986160,13103
경기도,구리시,2023,10,1,20021840,13941
경기도,구리시,2023,10,2,29572150,13792
경기도,구리시,2023,10,3,21697750,15498
경기도,구리시,2023,10,4,24975800,13004
경기도,구리시,2023,10,5,19674800,13339
경기도,구리시,2023,10,6,20392150,12641
경기도,구리시,2023,10,7,18050340,12488
경기도,구리시,2023,10,8,19942900,14050
경기도,구리시,2023,10,9,28009850,15300
경기도,구리시,2023,10,10,20986410,13229
경기도,구리시,2023,10,11,20517200,13399
경기도,구리시,2023,10,12,19556210,13036
경기도,구리시,2023,10,13,19576100,12294
경기도,구리시,2023,10,14,16668750,11530
경기도,구리시,2023,10,15,22139450,15595
경기도,구리시,2023,10,16,25150000,13764
경기도,구리시,2023,10,17,19269350,12466
경기도,구리시,2023,10,18,19782050,12978
경기도,구리시,2023,10,19,17445150,11414
경기도,구리시,2023,10,20,19561000,12010
경기도,구리시,2023,10,21,16985760,11614
경기도,구리시,2023,10,22,21559850,14838
경기도,구리시,2023,10,23,26099390,13767
경기도,구리시,2023,10,24,20286450,12573
경기도,구리시,2023,10,25,21165410,13100
경기도,구리시,2023,10,26,17899800,11195
경기도,구리시,2023,10,27,21212200,12736
경기도,구리시,2023,10,28,18667550,12072
경기도,구리시,2023,10,29,22862450,15329
경기도,구리시,2023,10,30,27063800,13808
경기도,구리시,2023,10,31,20875900,12609
경기도,구리시,2023,11,1,21337350,13009
경기도,구리시,2023,11,2,21186900,13091
경기도,구리시,2023,11,3,20913150,12006
경기도,구리시,2023,11,4,21153900,13172
경기도,구리시,2023,11,5,23732600,14855
경기도,구리시,2023,11,6,26515500,12637
경기도,구리시,2023,11,7,23006000,13088
경기도,구리시,2023,11,8,22789550,12985
경기도,구리시,2023,11,9,21125980,11971
경기도,구리시,2023,11,10,22396650,11858
경기도,구리시,2023,11,11,20982250,11431
경기도,구리시,2023,11,12,25308300,14514
경기도,구리시,2023,11,13,29743800,13008
경기도,구리시,2023,11,14,24287160,12597
경기도,구리시,2023,11,15,24605600,13048
경기도,구리시,2023,11,16,21227480,11019
경기도,구리시,2023,11,17,24968760,12443
경기도,구리시,2023,11,18,22897140,11837
경기도,구리시,2023,11,19,27470850,14779
경기도,구리시,2023,11,20,31726250,13429
경기도,구리시,2023,11,21,24703200,12512
경기도,구리시,2023,11,22,25041750,12820
경기도,구리시,2023,11,23,23259800,12301
경기도,구리시,2023,11,24,22937400,11221
경기도,구리시,2023,11,25,22455760,11446
경기도,구리시,2023,11,26,26397500,14670
경기도,구리시,2023,11,27,29327200,12475
경기도,구리시,2023,11,28,22501500,11682
경기도,구리시,2023,11,29,22199350,11758
경기도,구리시,2023,11,30,20109590,10675
경기도,구리시,2023,12,1,20651350,10929
경기도,구리시,2023,12,2,19469550,11039
경기도,구리시,2023,12,3,23884650,13923
경기도,구리시,2023,12,4,27623550,12690
경기도,구리시,2023,12,5,21091450,11563
경기도,구리시,2023,12,6,20469040,11099
경기도,구리시,2023,12,7,20849100,11757
경기도,구리시,2023,12,8,20525750,11305
경기도,구리시,2023,12,9,19592950,11419
경기도,구리시,2023,12,10,24364690,14725
경기도,구리시,2023,12,11,24874850,10955
경기도,구리시,2023,12,12,22231650,12258
경기도,구리시,2023,12,13,20485860,11547
경기도,구리시,2023,12,14,17343600,9682
경기도,구리시,2023,12,15,19670100,10551
경기도,구리시,2023,12,16,16860600,10037
경기도,구리시,2023,12,17,20235650,12650
경기도,구리시,2023,12,18,19753500,10903
경기도,구리시,2023,12,19,23082240,10592
경기도,구리시,2023,12,20,17628350,10086
경기도,구리시,2023,12,21,11242900,7247
경기도,구리시,2023,12,22,12430300,8498
경기도,구리시,2023,12,23,16239150,9870
경기도,구리시,2023,12,24,19135700,11730
경기도,구리시,2023,12,25,26599850,12114
경기도,구리시,2023,12,26,21893350,11508
경기도,구리시,2023,12,27,20708650,11065
경기도,구리시,2023,12,28,18793300,10299
경기도,구리시,2023,12,29,19413050,10450
경기도,구리시,2023,12,30,15899450,9528
경기도,구리시,2023,12,31,22014200,13100
경기도,군포시,2023,1,1,6847000,3936
경기도,군포시,2023,1,2,6200300,3698
경기도,군포시,2023,1,3,5298600,3317
경기도,군포시,2023,1,4,5827100,3694
경기도,군포시,2023,1,5,4937950,3224
경기도,군포시,2023,1,6,4806950,3079
경기도,군포시,2023,1,7,5608150,3257
경기도,군포시,2023,1,8,7100300,4094
경기도,군포시,2023,1,9,6473750,3908
경기도,군포시,2023,1,10,5503350,3475
경기도,군포시,2023,1,11,6040200,3781
경기도,군포시,2023,1,12,5439400,3384
경기도,군포시,2023,1,13,4540500,2816
경기도,군포시,2023,1,14,5814100,3357
경기도,군포시,2023,1,15,7632200,4248
경기도,군포시,2023,1,16,6864400,4044
경기도,군포시,2023,1,17,5962650,3526
경기도,군포시,2023,1,18,6380650,3844
경기도,군포시,2023,1,19,6300550,3714
경기도,군포시,2023,1,20,7484250,4449
경기도,군포시,2023,1,21,8109450,4672
경기도,군포시,2023,1,22,5285000,2914
경기도,군포시,2023,1,23,6248400,3404
경기도,군포시,2023,1,24,6006550,3285
경기도,군포시,2023,1,25,6797000,3790
경기도,군포시,2023,1,26,4872250,2930
경기도,군포시,2023,1,27,4994850,3006
경기도,군포시,2023,1,28,5704450,3301
경기도,군포시,2023,1,29,7425350,4142
경기도,군포시,2023,1,30,6922650,4016
경기도,군포시,2023,1,31,5710800,3402
경기도,군포시,2023,2,1,5788400,3621
경기도,군포시,2023,2,2,5265300,3328
경기도,군포시,2023,2,3,4846650,3125
경기도,군포시,2023,2,4,5664750,3387
경기도,군포시,2023,2,5,7142800,4093
경기도,군포시,2023,2,6,6593200,3856
경기도,군포시,2023,2,7,5385700,3432
경기도,군포시,2023,2,8,6057250,3748
경기도,군포시,2023,2,9,5281650,3344
경기도,군포시,2023,2,10,4891400,3176
경기도,군포시,2023,2,11,5183200,3207
경기도,군포시,2023,2,12,7168550,4157
경기도,군포시,2023,2,13,6608900,4004
경기도,군포시,2023,2,14,5115450,3290
경기도,군포시,2023,2,15,5797150,3717
경기도,군포시,2023,2,16,4787000,3208
경기도,군포시,2023,2,17,4916050,3260
경기도,군포시,2023,2,18,4972800,3129
경기도,군포시,2023,2,19,6607900,3940
경기도,군포시,2023,2,20,6234850,3820
경기도,군포시,2023,2,21,5197400,3343
경기도,군포시,2023,2,22,4855250,3198
경기도,군포시,2023,2,23,4841250,3076
경기도,군포시,2023,2,24,4616000,3037
경기도,군포시,2023,2,25,4828300,3045
경기도,군포시,2023,2,26,6706550,4098
경기도,군포시,2023,2,27,5474100,3420
경기도,군포시,2023,2,28,4497700,2977
경기도,군포시,2023,3,1,6292550,3913
경기도,군포시,2023,3,2,4846200,3201
경기도,군포시,2023,3,3,4543400,3020
경기도,군포시,2023,3,4,4870350,3103
경기도,군포시,2023,3,5,6999250,4176
경기도,군포시,2023,3,6,6062300,3848
경기도,군포시,2023,3,7,5161850,3473
경기도,군포시,2023,3,8,5275950,3530
경기도,군포시,2023,3,9,4747750,3197
경기도,군포시,2023,3,10,4567900,3174
경기도,군포시,2023,3,11,5074900,3277
경기도,군포시,2023,3,12,6195400,3780
경기도,군포시,2023,3,13,5926550,3895
경기도,군포시,2023,3,14,5140750,3460
경기도,군포시,2023,3,15,4930700,3382
경기도,군포시,2023,3,16,4566000,3066
경기도,군포시,2023,3,17,4515900,3119
경기도,군포시,2023,3,18,4765550,3080
경기도,군포시,2023,3,19,6424300,3983
경기도,군포시,2023,3,20,5955050,3835
경기도,군포시,2023,3,21,4839200,3236
경기도,군포시,2023,3,22,5513750,3692
경기도,군포시,2023,3,23,4899850,3312
경기도,군포시,2023,3,24,4566550,3154
경기도,군포시,2023,3,25,4724050,3069
경기도,군포시,2023,3,26,6653700,4166
경기도,군포시,2023,3,27,5657550,3706
경기도,군포시,2023,3,28,4609900,3194
경기도,군포시,2023,3,29,5110900,3570
경기도,군포시,2023,3,30,4667850,3270
경기도,군포시,2023,3,31,4255550,3090
경기도,군포시,2023,4,1,5117100,3342
경기도,군포시,2023,4,2,6479250,4216
경기도,군포시,2023,4,3,5934900,4004
경기도,군포시,2023,4,4,4671950,3271
경기도,군포시,2023,4,5,4631200,3159
경기도,군포시,2023,4,6,4599450,3188
경기도,군포시,2023,4,7,4787200,3270
경기도,군포시,2023,4,8,5039050,3281
경기도,군포시,2023,4,9,6630300,4197
경기도,군포시,2023,4,10,5896200,3922
경기도,군포시,2023,4,11,4571200,3153
경기도,군포시,2023,4,12,5306200,3676
경기도,군포시,2023,4,13,4849250,3374
경기도,군포시,2023,4,14,4693750,3283
경기도,군포시,2023,4,15,4912100,3210
경기도,군포시,2023,4,16,6461950,4178
경기도,군포시,2023,4,17,5950150,3970
경기도,군포시,2023,4,18,4694100,3267
경기도,군포시,2023,4,19,5587000,3921
경기도,군포시,2023,4,20,4712450,3321
경기도,군포시,2023,4,21,4720950,3300
경기도,군포시,2023,4,22,5041400,3396
경기도,군포시,2023,4,23,6481800,4175
경기도,군포시,2023,4,24,6043350,4121
경기도,군포시,2023,4,25,4577850,3275
경기도,군포시,2023,4,26,5094050,3689
경기도,군포시,2023,4,27,4764850,3328
경기도,군포시,2023,4,28,2948250,2169
경기도,군포시,2023,4,29,1801750,1165
경기도,군포시,2023,4,30,1701300,1082
경기도,군포시,2023,5,1,1751900,1117
경기도,군포시,2023,5,2,5077300,3327
경기도,군포시,2023,5,3,5673200,4009
경기도,군포시,2023,5,4,5262500,3794
경기도,군포시,2023,5,5,4586500,3020
경기도,군포시,2023,5,6,5620400,3475
경기도,군포시,2023,5,7,7318850,4544
경기도,군포시,2023,5,8,6383300,4283
경기도,군포시,2023,5,9,5132250,3561
경기도,군포시,2023,5,10,5560400,3968
경기도,군포시,2023,5,11,5392800,3804
경기도,군포시,2023,5,12,5058200,3551
경기도,군포시,2023,5,13,5407900,3599
경기도,군포시,2023,5,14,7484600,4735
경기도,군포시,2023,5,15,6270950,4246
경기도,군포시,2023,5,16,5916700,4106
경기도,군포시,2023,5,17,5856400,4186
경기도,군포시,2023,5,18,5127000,3719
경기도,군포시,2023,5,19,5217950,3776
경기도,군포시,2023,5,20,5964350,3940
경기도,군포시,2023,5,21,7659850,4887
경기도,군포시,2023,5,22,6589800,4441
경기도,군포시,2023,5,23,6141100,4215
경기도,군포시,2023,5,24,5801800,4240
경기도,군포시,2023,5,25,5258300,3748
경기도,군포시,2023,5,26,5365050,3850
경기도,군포시,2023,5,27,4926050,3228
경기도,군포시,2023,5,28,6117550,3640
경기도,군포시,2023,5,29,9588000,5887
경기도,군포시,2023,5,30,6323850,4292
경기도,군포시,2023,5,31,6157150,4443
경기도,군포시,2023,6,1,5739250,4112
경기도,군포시,2023,6,2,5494000,3906
경기도,군포시,2023,6,3,6043350,4126
경기도,군포시,2023,6,4,7333500,4705
경기도,군포시,2023,6,5,7012000,4741
경기도,군포시,2023,6,6,7260750,4872
경기도,군포시,2023,6,7,6276250,4566
경기도,군포시,2023,6,8,5456950,4022
경기도,군포시,2023,6,9,5658550,4128
경기도,군포시,2023,6,10,6402250,4320
경기도,군포시,2023,6,11,7840550,5124
경기도,군포시,2023,6,12,7050750,4760
경기도,군포시,2023,6,13,6101000,4396
경기도,군포시,2023,6,14,6427900,4660
경기도,군포시,2023,6,15,5963550,4301
경기도,군포시,2023,6,16,5562150,4080
경기도,군포시,2023,6,17,6906850,4552
경기도,군포시,2023,6,18,8436750,5428
경기도,군포시,2023,6,19,7442500,5227
경기도,군포시,2023,6,20,6172800,4453
경기도,군포시,2023,6,21,6113400,4420
경기도,군포시,2023,6,22,6187250,4598
경기도,군포시,2023,6,23,5870400,4367
경기도,군포시,2023,6,24,6560300,4353
경기도,군포시,2023,6,25,8982000,5927
경기도,군포시,2023,6,26,6124800,4112
경기도,군포시,2023,6,27,7399700,5233
경기도,군포시,2023,6,28,6723750,5017
경기도,군포시,2023,6,29,5252850,3861
경기도,군포시,2023,6,30,6175950,4752
경기도,군포시,2023,7,1,7324400,5018
경기도,군포시,2023,7,2,8921400,5919
경기도,군포시,2023,7,3,7563700,5344
경기도,군포시,2023,7,4,5449000,3917
경기도,군포시,2023,7,5,7869350,5664
경기도,군포시,2023,7,6,5826850,4261
경기도,군포시,2023,7,7,5946250,4454
경기도,군포시,2023,7,8,7485650,5028
경기도,군포시,2023,7,9,8375350,5553
경기도,군포시,2023,7,10,7972800,5619
경기도,군포시,2023,7,11,5988350,4307
경기도,군포시,2023,7,12,7335600,5470
경기도,군포시,2023,7,13,5502550,3909
경기도,군포시,2023,7,14,5454000,3986
경기도,군포시,2023,7,15,7655350,5263
경기도,군포시,2023,7,16,8941250,5985
경기도,군포시,2023,7,17,7820900,5445
경기도,군포시,2023,7,18,6581900,4853
경기도,군포시,2023,7,19,7029300,5324
경기도,군포시,2023,7,20,6428050,4899
경기도,군포시,2023,7,21,6238700,4680
경기도,군포시,2023,7,22,7022600,4806
경기도,군포시,2023,7,23,8538750,5448
경기도,군포시,2023,7,24,8129900,5724
경기도,군포시,2023,7,25,6610650,4930
경기도,군포시,2023,7,26,7038100,5324
경기도,군포시,2023,7,27,6169000,4675
경기도,군포시,2023,7,28,6436800,4857
경기도,군포시,2023,7,29,6893950,4999
경기도,군포시,2023,7,30,7477200,5177
경기도,군포시,2023,7,31,7593200,5426
경기도,군포시,2023,8,1,6452050,4766
경기도,군포시,2023,8,2,6915250,5268
경기도,군포시,2023,8,3,6582000,4791
경기도,군포시,2023,8,4,6172350,4706
경기도,군포시,2023,8,5,6676100,4674
경기도,군포시,2023,8,6,7762700,5192
경기도,군포시,2023,8,7,7140500,5195
경기도,군포시,2023,8,8,6367100,5012
경기도,군포시,2023,8,9,7170300,5607
경기도,군포시,2023,8,10,4218300,3203
경기도,군포시,2023,8,11,6338950,4899
경기도,군포시,2023,8,12,6422800,4697
경기도,군포시,2023,8,13,7062850,5206
경기도,군포시,2023,8,14,6695950,4957
경기도,군포시,2023,8,15,6918150,5113
경기도,군포시,2023,8,16,6533700,5015
경기도,군포시,2023,8,17,5246000,4173
경기도,군포시,2023,8,18,5351550,4324
경기도,군포시,2023,8,19,5642300,4225
경기도,군포시,2023,8,20,7402250,5547
경기도,군포시,2023,8,21,6216200,4823
경기도,군포시,2023,8,22,5190600,4181
경기도,군포시,2023,8,23,5560350,4524
경기도,군포시,2023,8,24,5646850,4570
경기도,군포시,2023,8,25,5112200,4278
경기도,군포시,2023,8,26,5915500,4462
경기도,군포시,2023,8,27,7323900,5369
경기도,군포시,2023,8,28,5752950,4557
경기도,군포시,2023,8,29,5206500,4252
경기도,군포시,2023,8,30,5649500,4554
경기도,군포시,2023,8,31,5578700,4627
경기도,군포시,2023,9,1,4969150,4132
경기도,군포시,2023,9,2,5579350,4403
경기도,군포시,2023,9,3,7306550,5336
경기도,군포시,2023,9,4,6227650,4943
경기도,군포시,2023,9,5,5286950,4459
경기도,군포시,2023,9,6,5578050,4658
경기도,군포시,2023,9,7,5210300,4383
경기도,군포시,2023,9,8,5043200,4195
경기도,군포시,2023,9,9,5492850,4390
경기도,군포시,2023,9,10,7492150,5379
경기도,군포시,2023,9,11,6300600,4947
경기도,군포시,2023,9,12,5517000,4526
경기도,군포시,2023,9,13,4671650,3890
경기도,군포시,2023,9,14,5955350,4654
경기도,군포시,2023,9,15,4814700,3945
경기도,군포시,2023,9,16,5624350,4214
경기도,군포시,2023,9,17,8051350,5827
경기도,군포시,2023,9,18,6449600,5077
경기도,군포시,2023,9,19,5647900,4629
경기도,군포시,2023,9,20,4760850,3780
경기도,군포시,2023,9,21,5861400,4664
경기도,군포시,2023,9,22,5298550,4158
경기도,군포시,2023,9,23,6366400,4600
경기도,군포시,2023,9,24,7623900,5474
경기도,군포시,2023,9,25,6842000,4902
경기도,군포시,2023,9,26,5583250,4036
경기도,군포시,2023,9,27,8474100,6067
경기도,군포시,2023,9,28,9187350,6401
경기도,군포시,2023,9,29,5762100,4025
경기도,군포시,2023,9,30,5352300,3684
경기도,군포시,2023,10,1,5792950,3892
경기도,군포시,2023,10,2,7377750,4820
경기도,군포시,2023,10,3,8004800,5513
경기도,군포시,2023,10,4,6182850,4446
경기도,군포시,2023,10,5,5291700,4068
경기도,군포시,2023,10,6,5282800,4054
경기도,군포시,2023,10,7,5184300,3935
경기도,군포시,2023,10,8,6254800,4479
경기도,군포시,2023,10,9,7326700,5349
경기도,군포시,2023,10,10,5872350,4356
경기도,군포시,2023,10,11,5561950,4266
경기도,군포시,2023,10,12,5136050,4009
경기도,군포시,2023,10,13,4999250,3920
경기도,군포시,2023,10,14,5317150,3877
경기도,군포시,2023,10,15,7142650,5094
경기도,군포시,2023,10,16,6189200,4512
경기도,군포시,2023,10,17,5354100,4082
경기도,군포시,2023,10,18,5438350,4161
경기도,군포시,2023,10,19,4648450,3470
경기도,군포시,2023,10,20,5033600,3805
경기도,군포시,2023,10,21,5204100,3760
경기도,군포시,2023,10,22,7045550,4919
경기도,군포시,2023,10,23,6417650,4517
경기도,군포시,2023,10,24,5500800,4138
경기도,군포시,2023,10,25,5611600,4263
경기도,군포시,2023,10,26,5290450,3822
경기도,군포시,2023,10,27,5230700,3862
경기도,군포시,2023,10,28,5389900,3849
경기도,군포시,2023,10,29,7383600,4991
경기도,군포시,2023,10,30,6396600,4573
경기도,군포시,2023,10,31,5343900,3893
경기도,군포시,2023,11,1,5529500,4055
경기도,군포시,2023,11,2,5605500,4029
경기도,군포시,2023,11,3,5401450,3873
경기도,군포시,2023,11,4,6193900,4198
경기도,군포시,2023,11,5,7399700,4734
